,diarynum,entry_id,entry_year,new_entry_type,new_name_type
128,10.0,2853,1918.0,5,Professional Activity
129,10.0,2854,1918.0,5,Professional Activity
130,10.0,2854,1918.0,5,Professional Activity
131,10.0,2854,1918.0,6,Soviet Revolution
132,10.0,2854,1918.0,9,Judgement
133,10.0,2855,1919.0,3,Content
134,10.0,2861,1919.0,10,Expression
135,10.0,2865,1919.0,4,Citations
136,10.0,2868,1920.0,1,Form
137,10.0,2868,1920.0,1,Form
138,10.0,2878,1921.0,6,Soviet Revolution
139,10.0,2883,1921.0,1,Form
140,10.0,2883,1921.0,2,Interpersonal
141,10.0,2883,1921.0,10,Expression
142,10.0,2891,1921.0,8,Testimony
143,10.0,2894,1921.0,2,Interpersonal
144,10.0,2904,1921.0,5,Professional Activity
145,10.0,2908,1921.0,5,Professional Activity
146,10.0,2909,1921.0,2,Interpersonal
147,10.0,2909,1921.0,10,Expression
148,10.0,2910,1921.0,8,Testimony
149,10.0,2911,1921.0,10,Expression
150,10.0,2911,1921.0,0,Reading
151,10.0,2911,1921.0,5,Professional Activity
152,10.0,2913,1921.0,0,Reading
153,10.0,2918,1921.0,3,Content
154,10.0,2918,1921.0,10,Expression
155,10.0,2919,1921.0,2,Interpersonal
156,10.0,2919,1921.0,5,Professional Activity
157,10.0,2920,1921.0,5,Professional Activity
158,10.0,2922,1921.0,1,Form
159,10.0,2923,1921.0,0,Reading
160,10.0,2923,1921.0,0,Reading
161,10.0,2923,1921.0,0,Reading
162,11.0,2939,1921.0,5,Professional Activity
163,12.0,139598,1903.0,2,Interpersonal
164,13.0,4335,1915.0,2,Interpersonal
165,13.0,4532,1916.0,2,Interpersonal
166,13.0,4797,1916.0,9,Judgement
167,13.0,5188,1919.0,2,Interpersonal
168,14.0,5206,1941.0,3,Content
169,14.0,5206,1941.0,3,Content
170,14.0,5352,1942.0,6,Soviet Revolution
171,14.0,5442,1942.0,5,Professional Activity
172,14.0,5470,1942.0,5,Professional Activity
173,14.0,5499,1942.0,5,Professional Activity
174,14.0,5746,1943.0,6,Soviet Revolution
175,14.0,5821,1944.0,10,Expression
176,15.0,6077,1942.0,5,Professional Activity
177,15.0,6089,1942.0,10,Expression
178,15.0,6119,1942.0,2,Interpersonal
179,15.0,6169,1943.0,0,Reading
180,15.0,6170,1943.0,0,Reading
181,15.0,6187,1943.0,7,Recitation
182,15.0,6225,1944.0,8,Testimony
183,15.0,6235,1944.0,9,Judgement
184,15.0,6238,1944.0,3,Content
185,15.0,6239,1944.0,4,Citations
186,15.0,6285,1944.0,8,Testimony
187,15.0,6347,1946.0,0,Reading
188,15.0,6383,1947.0,5,Professional Activity
189,15.0,6383,1947.0,2,Interpersonal
190,17.0,7741,1923.0,0,Reading
191,18.0,6784,1933.0,2,Interpersonal
192,18.0,6902,1935.0,9,Judgement
193,18.0,6910,1935.0,0,Reading
194,18.0,6972,1935.0,2,Interpersonal
195,18.0,7172,1937.0,6,Soviet Revolution
196,18.0,7244,1937.0,0,Reading
197,18.0,7606,1939.0,8,Testimony
198,18.0,7606,1939.0,2,Interpersonal
199,19.0,7805,1917.0,0,Reading
200,19.0,7805,1917.0,0,Reading
201,19.0,7833,1917.0,7,Recitation
202,19.0,7833,1917.0,10,Expression
203,19.0,7834,1917.0,3,Content
204,19.0,7848,1917.0,5,Professional Activity
205,19.0,7868,1918.0,2,Interpersonal
206,19.0,7868,1918.0,5,Professional Activity
207,19.0,226852,1901.0,2,Interpersonal
208,19.0,226853,1902.0,2,Interpersonal
209,19.0,226922,1912.0,2,Interpersonal
210,19.0,226939,1912.0,6,Soviet Revolution
211,19.0,227003,1916.0,2,Interpersonal
212,19.0,227056,1921.0,5,Professional Activity
213,19.0,227198,1940.0,3,Content
214,19.0,227220,1940.0,10,Expression
215,19.0,227249,1940.0,1,Form
216,19.0,227382,1941.0,5,Professional Activity
217,19.0,227385,1941.0,6,Soviet Revolution
218,19.0,227410,1941.0,4,Citations
219,19.0,227447,1942.0,5,Professional Activity
220,19.0,227464,1942.0,5,Professional Activity
221,19.0,227464,1942.0,10,Expression
222,19.0,227500,1943.0,3,Content
223,19.0,227541,1944.0,0,Reading
224,22.0,8107,1941.0,8,Testimony
225,22.0,8140,1941.0,8,Testimony
226,22.0,8149,1941.0,0,Reading
227,22.0,8159,1942.0,2,Interpersonal
228,22.0,8159,1942.0,5,Professional Activity
229,22.0,8182,1942.0,4,Citations
230,22.0,8182,1942.0,8,Testimony
231,22.0,8199,1942.0,0,Reading
232,22.0,8220,1942.0,10,Expression
233,22.0,8220,1942.0,10,Expression
234,22.0,8220,1942.0,5,Professional Activity
235,22.0,8221,1942.0,6,Soviet Revolution
236,22.0,8225,1942.0,8,Testimony
237,22.0,8226,1942.0,0,Reading
238,22.0,8233,1942.0,5,Professional Activity
239,22.0,8233,1942.0,0,Reading
240,22.0,8233,1942.0,5,Professional Activity
241,22.0,8236,1942.0,0,Reading
242,22.0,8241,1942.0,5,Professional Activity
243,22.0,8261,1942.0,2,Interpersonal
244,22.0,8264,1942.0,5,Professional Activity
245,22.0,8265,1942.0,5,Professional Activity
246,22.0,8268,1942.0,1,Form
247,22.0,8302,1942.0,2,Interpersonal
248,22.0,8323,1942.0,3,Content
249,22.0,8326,1942.0,6,Soviet Revolution
250,22.0,8404,1942.0,1,Form
251,22.0,8404,1942.0,3,Content
252,22.0,8416,1942.0,0,Reading
253,22.0,8427,1942.0,9,Judgement
254,22.0,8469,1942.0,5,Professional Activity
255,22.0,8472,1943.0,8,Testimony
256,22.0,8472,1943.0,1,Form
257,22.0,8484,1943.0,3,Content
258,22.0,8505,1943.0,4,Citations
259,22.0,8506,1943.0,3,Content
260,22.0,8517,1943.0,1,Form
261,22.0,8546,1943.0,8,Testimony
262,22.0,8558,1943.0,5,Professional Activity
263,22.0,8575,1943.0,2,Interpersonal
264,22.0,8624,1943.0,8,Testimony
265,22.0,8642,1943.0,4,Citations
266,22.0,8642,1943.0,5,Professional Activity
267,22.0,8657,1943.0,6,Soviet Revolution
268,22.0,8731,1943.0,2,Interpersonal
269,22.0,8731,1943.0,0,Reading
270,22.0,8814,1944.0,1,Form
271,22.0,8814,1944.0,5,Professional Activity
272,22.0,8818,1944.0,10,Expression
273,22.0,8844,1944.0,0,Reading
274,22.0,8932,1944.0,1,Form
275,23.0,9207,1944.0,1,Form
276,23.0,9207,1944.0,10,Expression
277,23.0,9346,1945.0,9,Judgement
278,24.0,9503,1941.0,1,Form
279,24.0,9503,1941.0,0,Reading
280,24.0,9503,1941.0,2,Interpersonal
281,24.0,9503,1941.0,6,Soviet Revolution
282,24.0,9503,1941.0,2,Interpersonal
283,24.0,9512,1941.0,3,Content
284,24.0,9541,1942.0,5,Professional Activity
285,24.0,9541,1942.0,2,Interpersonal
286,24.0,9552,1942.0,6,Soviet Revolution
287,24.0,9560,1942.0,3,Content
288,24.0,9560,1942.0,3,Content
289,24.0,9562,1942.0,7,Recitation
290,24.0,9562,1942.0,3,Content
291,24.0,9562,1942.0,3,Content
292,24.0,9579,1942.0,0,Reading
293,24.0,9588,1942.0,2,Interpersonal
294,24.0,9590,1942.0,2,Interpersonal
295,24.0,9598,1942.0,2,Interpersonal
296,24.0,9613,1943.0,5,Professional Activity
297,24.0,9617,1943.0,5,Professional Activity
298,24.0,9618,1943.0,5,Professional Activity
299,24.0,9619,1943.0,5,Professional Activity
300,24.0,9619,1943.0,0,Reading
301,24.0,9620,1943.0,2,Interpersonal
302,24.0,9623,1943.0,5,Professional Activity
303,24.0,9629,1943.0,2,Interpersonal
304,24.0,9630,1943.0,9,Judgement
305,24.0,9633,1943.0,2,Interpersonal
306,24.0,9633,1943.0,0,Reading
307,24.0,9633,1943.0,5,Professional Activity
308,24.0,9636,1943.0,9,Judgement
309,24.0,9636,1943.0,5,Professional Activity
310,24.0,9640,1943.0,2,Interpersonal
311,24.0,9651,1943.0,5,Professional Activity
312,24.0,9659,1943.0,9,Judgement
313,24.0,9659,1943.0,3,Content
314,24.0,9660,1943.0,2,Interpersonal
315,24.0,9660,1943.0,2,Interpersonal
316,24.0,9660,1943.0,3,Content
317,24.0,9660,1943.0,3,Content
318,24.0,9665,1943.0,2,Interpersonal
319,24.0,9665,1943.0,2,Interpersonal
320,24.0,9666,1943.0,0,Reading
321,24.0,9666,1943.0,2,Interpersonal
322,24.0,9671,1943.0,2,Interpersonal
323,24.0,9671,1943.0,5,Professional Activity
324,24.0,9680,1943.0,2,Interpersonal
325,24.0,9685,1943.0,7,Recitation
326,24.0,9685,1943.0,2,Interpersonal
327,24.0,9685,1943.0,5,Professional Activity
328,24.0,9685,1943.0,3,Content
329,24.0,9689,1943.0,2,Interpersonal
330,24.0,9690,1943.0,8,Testimony
331,24.0,9690,1943.0,2,Interpersonal
332,24.0,9690,1943.0,2,Interpersonal
333,24.0,9690,1943.0,2,Interpersonal
334,24.0,9691,1943.0,2,Interpersonal
335,24.0,9691,1943.0,3,Content
336,24.0,9691,1943.0,5,Professional Activity
337,24.0,9691,1943.0,10,Expression
338,24.0,9691,1943.0,10,Expression
339,24.0,9691,1943.0,2,Interpersonal
340,24.0,9691,1943.0,10,Expression
341,24.0,9691,1943.0,5,Professional Activity
342,24.0,9691,1943.0,10,Expression
343,24.0,9691,1943.0,9,Judgement
344,24.0,9691,1943.0,5,Professional Activity
345,24.0,9693,1943.0,5,Professional Activity
346,24.0,9706,1943.0,7,Recitation
347,24.0,9708,1943.0,10,Expression
348,24.0,9709,1943.0,3,Content
349,24.0,9715,1943.0,2,Interpersonal
350,24.0,9718,1943.0,5,Professional Activity
351,24.0,9720,1943.0,7,Recitation
352,24.0,9729,1943.0,9,Judgement
353,24.0,9740,1944.0,2,Interpersonal
354,24.0,9740,1944.0,7,Recitation
355,24.0,9741,1944.0,5,Professional Activity
356,24.0,9741,1944.0,7,Recitation
357,24.0,9742,1944.0,2,Interpersonal
358,24.0,9742,1944.0,5,Professional Activity
359,24.0,9761,1944.0,2,Interpersonal
360,24.0,9769,1944.0,0,Reading
361,24.0,9781,1944.0,5,Professional Activity
362,24.0,9793,1944.0,2,Interpersonal
363,24.0,9794,1944.0,7,Recitation
364,24.0,9794,1944.0,2,Interpersonal
365,24.0,9795,1944.0,5,Professional Activity
366,24.0,9796,1944.0,5,Professional Activity
367,24.0,9796,1944.0,9,Judgement
368,24.0,9797,1944.0,1,Form
369,24.0,9797,1944.0,5,Professional Activity
370,24.0,9797,1944.0,10,Expression
371,24.0,9797,1944.0,3,Content
372,24.0,9798,1944.0,5,Professional Activity
373,24.0,9800,1944.0,2,Interpersonal
374,24.0,9800,1944.0,1,Form
375,24.0,9800,1944.0,10,Expression
376,24.0,9800,1944.0,10,Expression
377,24.0,9800,1944.0,10,Expression
378,24.0,9804,1944.0,7,Recitation
379,24.0,9807,1944.0,8,Testimony
380,24.0,9809,1944.0,1,Form
381,24.0,9812,1944.0,2,Interpersonal
382,24.0,9813,1944.0,5,Professional Activity
383,24.0,9813,1944.0,10,Expression
384,24.0,9813,1944.0,6,Soviet Revolution
385,24.0,9813,1944.0,10,Expression
386,24.0,9813,1944.0,9,Judgement
387,24.0,9822,1944.0,10,Expression
388,24.0,9850,1944.0,3,Content
389,24.0,9850,1944.0,2,Interpersonal
390,24.0,9850,1944.0,3,Content
391,24.0,9852,1944.0,2,Interpersonal
392,24.0,9855,1944.0,10,Expression
393,24.0,9861,1944.0,10,Expression
394,24.0,9875,1944.0,8,Testimony
395,24.0,9875,1944.0,9,Judgement
396,24.0,9876,1944.0,5,Professional Activity
397,24.0,9877,1944.0,2,Interpersonal
398,24.0,9887,1945.0,4,Citations
399,24.0,9896,1945.0,10,Expression
400,24.0,9931,1945.0,5,Professional Activity
401,24.0,9931,1945.0,2,Interpersonal
402,24.0,9932,1945.0,3,Content
403,24.0,9932,1945.0,7,Recitation
404,24.0,9957,1945.0,3,Content
405,24.0,9961,1945.0,3,Content
406,24.0,9972,1945.0,5,Professional Activity
407,24.0,9972,1945.0,2,Interpersonal
408,24.0,10003,1945.0,2,Interpersonal
409,24.0,10066,1946.0,8,Testimony
410,24.0,10082,1946.0,3,Content
411,24.0,10133,1946.0,8,Testimony
412,24.0,10133,1946.0,3,Content
413,24.0,10133,1946.0,8,Testimony
414,25.0,10208,1919.0,6,Soviet Revolution
415,25.0,10236,1919.0,8,Testimony
416,28.0,11663,1943.0,4,Citations
417,28.0,11835,1944.0,6,Soviet Revolution
418,28.0,11835,1944.0,6,Soviet Revolution
419,30.0,11971,1915.0,5,Professional Activity
420,30.0,12021,1916.0,2,Interpersonal
421,30.0,12141,1918.0,5,Professional Activity
422,30.0,12141,1918.0,2,Interpersonal
423,30.0,12141,1918.0,5,Professional Activity
424,30.0,12233,1919.0,9,Judgement
425,30.0,12254,1919.0,2,Interpersonal
426,30.0,12352,1921.0,4,Citations
427,30.0,12439,1921.0,5,Professional Activity
428,30.0,12461,1922.0,9,Judgement
429,30.0,12484,1922.0,1,Form
430,31.0,12555,1942.0,3,Content
431,31.0,12605,1943.0,9,Judgement
432,31.0,12636,1943.0,4,Citations
433,32.0,12671,1935.0,2,Interpersonal
434,32.0,12671,1935.0,2,Interpersonal
435,32.0,12672,1936.0,3,Content
436,32.0,12688,1939.0,5,Professional Activity
437,32.0,12759,1942.0,2,Interpersonal
438,32.0,12772,1942.0,7,Recitation
439,32.0,12772,1942.0,10,Expression
440,32.0,12772,1942.0,10,Expression
441,32.0,12779,1942.0,0,Reading
442,32.0,12794,1942.0,6,Soviet Revolution
443,32.0,12798,1942.0,2,Interpersonal
444,32.0,12805,1942.0,5,Professional Activity
445,32.0,12808,1942.0,10,Expression
