,diarynum,entry_year,entry_id,0,1,2
4447,509.0,1969.0,193739,-0.17194855,0.12723882,-0.08481824
4448,509.0,1970.0,193748,-0.4454186,0.3307144,-0.13573404
4449,509.0,1970.0,193757,-0.21385965,0.13882804,-0.060247008
4450,509.0,1970.0,193757,-0.24235602,0.14726901,-0.048669897
4451,509.0,1970.0,193761,-0.29841185,0.10763078,-0.12294905
4452,509.0,1970.0,193768,-0.07176784,0.06850185,-0.013869751
4453,510.0,1942.0,184981,-0.71503294,0.07675051,-0.8810033
4454,513.0,1998.0,184203,-0.2558608,0.17495081,-0.1834335
4455,517.0,1957.0,183878,-0.42954755,0.28067765,-0.13521035
4456,517.0,1957.0,183878,-0.4055746,0.2115671,0.015959188
4457,519.0,1925.0,182857,-0.26727661,0.18601911,-0.026953975
4458,519.0,1926.0,182861,-0.46432778,0.2199045,-0.32310867
4459,523.0,1935.0,219021,-0.21394782,0.16167136,0.055020824
4460,523.0,1935.0,219021,-0.09435516,0.14416273,0.03527413
4461,523.0,1935.0,219021,-0.19816822,0.14253567,0.031110495
4462,523.0,1935.0,219021,-0.4596987,0.11602565,0.2008248
4463,523.0,1935.0,219042,-0.20722431,0.100852616,-0.16530444
4464,523.0,1935.0,219042,-0.35627714,0.17095518,-0.13561356
4465,523.0,1935.0,219042,-0.12387447,0.20009108,-0.029234976
4466,523.0,1935.0,219042,-0.20179486,0.16537236,0.04370081
4467,523.0,1935.0,219042,-0.24047129,0.13717824,0.102697745
4468,523.0,1935.0,219042,-0.20589817,0.10359781,-0.02723743
4469,523.0,1935.0,219042,-0.4308159,0.16873717,0.21181671
4470,523.0,1935.0,219053,-0.22153841,0.14176609,0.055298176
4471,526.0,1914.0,242078,-0.17505644,0.12128512,-0.026345612
4472,528.0,1942.0,187628,-0.21830215,0.14353763,0.015142757
4473,528.0,1944.0,187708,-0.28048807,0.13740419,-0.0510746
4474,528.0,1944.0,187716,-0.34784687,0.1466593,0.1042814
4475,531.0,1929.0,204899,-0.14554243,0.13441248,-0.0058110883
4476,531.0,1929.0,204899,-0.17837489,0.13962856,0.0499798
4477,531.0,1934.0,204966,-0.17373058,0.115802616,0.046320077
4478,531.0,1935.0,204987,-0.20089646,0.13221928,0.045882925
4479,531.0,1935.0,204987,-0.15948401,0.12510885,0.026174286
4480,533.0,1970.0,247931,-0.20166714,0.09539444,-0.009100207
4481,534.0,1940.0,206093,-0.1644703,0.1851806,0.03759182
4482,536.0,1946.0,205681,-0.1878399,0.1270644,0.03143209
4483,536.0,1951.0,205814,-0.21067134,0.14120853,0.050587155
4484,536.0,1952.0,205878,-0.757619,0.72150725,-0.5266585
4485,537.0,1946.0,244650,-0.2144367,0.17897174,-0.007342615
4486,537.0,1946.0,244650,-0.21753378,0.13641794,-0.011263177
4487,539.0,1987.0,206230,-0.52652025,0.11944686,-0.11749751
4488,539.0,1987.0,206230,-0.17264256,0.13930488,-0.0039588893
4489,539.0,1988.0,206243,-0.19287774,0.17153677,0.025896396
4490,539.0,1990.0,206268,-0.19336718,0.13694595,0.026976256
4491,539.0,1990.0,206268,-0.15494217,0.16618183,0.03927041
4492,540.0,1966.0,199485,-0.18423498,0.14332905,-0.018805856
4493,540.0,1966.0,199485,-0.2692827,0.13283727,-0.10434934
4494,540.0,1966.0,199485,-0.12635992,0.1346119,-0.06253306
4495,540.0,1966.0,199486,-0.517388,0.15927246,0.13685626
4496,540.0,1975.0,199514,-0.18768668,0.092080474,-0.10122136
4497,540.0,1975.0,199514,-0.15614781,0.11661369,0.058754057
4498,540.0,1979.0,199523,-0.19372238,0.14826964,-0.007002291
4499,540.0,1979.0,199523,-0.004106647,0.058213785,-0.039068744
4500,541.0,1964.0,199424,-0.1544087,0.13860823,0.08082354
4501,541.0,1962.0,199433,-0.28339136,0.2109709,-0.08942805
4502,541.0,1962.0,199433,-0.4510791,0.31447217,-0.031095963
4503,541.0,1962.0,199433,-0.3427463,0.24195752,-0.12792002
4504,541.0,1962.0,199433,-0.1824655,0.12089464,0.020321134
4505,541.0,1966.0,199443,-0.20649841,0.104479164,0.0069397534
4506,541.0,1966.0,199443,-0.11265171,0.08131542,-0.09691581
4507,541.0,1966.0,199443,-0.26801518,0.13260658,-0.035026815
4508,541.0,1966.0,199443,-0.8351057,0.07871341,0.3782498
4509,541.0,1966.0,199443,-0.07331939,0.13702881,0.045657717
4510,541.0,1965.0,199463,-0.32169428,0.1488981,-0.10362746
4511,544.0,1935.0,197879,-0.43943995,0.16914138,0.09800422
