,diarynum,entry_year,entry_id,0,1,2,entry_type
86,8.0,1950.0,1926,-0.17182538,0.13927212,-0.038517985,11
87,8.0,1951.0,1948,-0.120621845,0.053916399999999996,-0.006614946,6
88,8.0,1953.0,2024,-0.109982006,0.048472192000000004,-0.021345485,6
89,8.0,1954.0,2057,-0.12912498,0.08118934,-0.03467824,6
90,8.0,1954.0,2064,-0.1342818,0.009845624,0.10060306,1
91,8.0,1955.0,2074,-0.15077436,0.12856404,-0.06802922,6
92,8.0,1955.0,2075,-0.14849783,0.020834379,0.11394983,1
93,8.0,1955.0,2099,-0.22227510000000003,0.21179667,-0.050393913,4
94,8.0,1956.0,2122,-0.11197642,0.06502458,-0.045547355,6
95,8.0,1956.0,2123,-0.12726781,0.076081835,-0.030017977999999997,6
96,8.0,1956.0,2132,-0.17729348,0.14637378,-0.03842267,10
97,8.0,1957.0,2158,-0.18750067,0.14141463,-0.005988495999999999,2
98,8.0,1957.0,2158,-0.15585829999999998,0.12505129,-0.050231385999999996,11
99,8.0,1959.0,2238,-0.11490285,0.0698644,-0.047314062999999996,6
100,8.0,1961.0,2302,-0.16260119,0.049066976,0.09759667,1
101,8.0,1961.0,2302,-0.18051068,0.15384729,-0.04419937400000001,10
102,8.0,1961.0,2302,-0.18773867,0.14902356,-0.018894446999999998,2
103,8.0,1961.0,2302,-0.17250401,0.14335938,-0.04416236,11
104,8.0,1961.0,2302,-0.08411118,0.21280695,-0.35415623,7
105,8.0,1961.0,2302,-0.17997938,0.15502457,-0.047512803,10
106,8.0,1961.0,2302,-0.17645675,0.15347588,-0.052912198,10
107,8.0,1961.0,2302,-0.19286901,0.0865375,0.10245888,2
108,8.0,1961.0,2302,-0.17017086,0.13431725,-0.033602554,11
109,8.0,1961.0,2302,-0.18385941,0.15075324,-0.03096353,10
110,8.0,1961.0,2302,-0.12081724,0.06314431,-0.022202954,6
111,8.0,1961.0,2302,-0.17819655,0.15276808,-0.047641285,10
112,8.0,1961.0,2302,-0.18571664,0.15066384,-0.026495672999999997,10
113,8.0,1961.0,2308,-0.12517636,0.090491824,-0.05985296,6
114,8.0,1961.0,2319,-0.15049784,0.034692407,0.094731726,1
115,8.0,1961.0,2319,-0.17311125,0.128441,-0.016462683999999998,10
116,10.0,1902.0,2362,-0.07500554599999999,0.22318327,-0.3881409,7
117,10.0,1911.0,2387,-0.25511938,0.21494055,0.02198586,4
118,10.0,1911.0,2393,-0.14691222,0.16418879,-0.13913989,6
119,10.0,1911.0,2393,-0.14757144,0.14304405,-0.100688554,6
120,10.0,1911.0,2405,-0.024348767,0.23709144,-0.49975008,9
121,10.0,1912.0,2432,-0.3072408,0.25589892,0.073733665,4
122,10.0,1912.0,2443,-0.05169799,0.21730757,-0.42305472,8
123,10.0,1912.0,2464,-0.18703727,0.09308565,0.07766005,2
124,10.0,1912.0,2474,-0.06971629,0.20708409,-0.37334192,7
125,10.0,1912.0,2474,-0.22667253,0.20818117,-0.03348689,4
126,10.0,1912.0,2486,-0.10883412,0.0882668,-0.09293669,5
127,10.0,1912.0,2496,-0.09575374,0.13570546,-0.20320384,7
128,10.0,1912.0,2501,-0.27532548,0.15334533,0.17924464,2
129,10.0,1912.0,2589,-0.119332395,0.068837225,-0.035473265,6
130,10.0,1912.0,2594,-0.23973669,0.21615092,-0.016961926999999998,4
131,10.0,1912.0,2594,-0.10904973,0.04008382,-0.008909108,6
132,10.0,1912.0,2597,-0.13440834,0.09623656400000001,-0.04885983,6
133,10.0,1912.0,2598,-0.17401855,0.13049324,-0.017978696000000002,10
134,10.0,1912.0,2598,-0.15700182,0.13712639,-0.0688135,11
135,10.0,1912.0,2600,-0.15062858,0.12290192,-0.058438915999999994,6
136,10.0,1912.0,2601,-0.13227989,0.07210015,-0.011657886000000001,6
137,10.0,1912.0,2601,-0.119320124,0.07716012,-0.04996578,6
138,10.0,1912.0,2601,-0.12944241,0.08661494,-0.043403644000000005,6
139,10.0,1912.0,2601,-0.17540923,0.14574775,-0.041671697,10
140,10.0,1912.0,2603,-0.018404515,0.22054054,-0.48695740000000004,9
141,10.0,1912.0,2609,-0.21993726,0.24567942,-0.11733369,4
142,10.0,1912.0,2609,-0.11637415,0.06638692,-0.037935812,6
143,10.0,1912.0,2609,-0.18722713,0.14225578,-0.00811103,2
144,10.0,1912.0,2612,-0.15377499,0.13361777,-0.07003476,11
145,10.0,1912.0,2612,-0.10749309,0.08297866,-0.08680436,5
146,10.0,1912.0,2621,-0.08444705599999999,-0.0014077713,0.007276241,6
147,10.0,1913.0,2669,-0.11322556,0.17367443,-0.22965607,7
148,10.0,1913.0,2689,-0.10905318,0.073256955,-0.06644447,6
149,10.0,1913.0,2689,-0.076263644,0.25648832,-0.43656412,8
150,10.0,1913.0,2693,-0.115679294,0.053567782,-0.017250985,6
151,10.0,1913.0,2700,-0.101561844,0.028676853,-0.0061143613,6
152,10.0,1913.0,2709,-0.094985634,0.26202926,-0.41029040000000006,8
153,10.0,1913.0,2710,-0.10396935,0.036620844,-0.014428268999999999,6
154,10.0,1917.0,2756,-0.14242321,0.09790727,-0.033478364,6
155,10.0,1917.0,2763,-0.29667652,0.2587569,0.04246808,4
156,10.0,1917.0,2763,-0.19690792,0.26626679999999997,-0.20700139,4
157,10.0,1917.0,2769,-0.20790584,0.17916258,-0.025456825,4
158,10.0,1917.0,2780,-0.10990227,0.09242990599999999,-0.09773699,5
159,10.0,1917.0,2793,-0.15917426,0.1556191,-0.09635362,11
160,10.0,1917.0,2793,-0.23477592,0.3484914,-0.27136,4
161,10.0,1917.0,2793,-0.10954214,0.0726591,-0.06430285,6
162,10.0,1917.0,2814,-0.27766058,0.2352659,0.039313715,4
163,10.0,1917.0,2818,-0.10640918,0.06958933,-0.06606203,6
164,10.0,1917.0,2818,-0.32157296,0.27336556,0.0768619,4
165,10.0,1917.0,2819,-0.21359688,0.1689789,0.006083934599999999,4
166,10.0,1917.0,2830,-0.1688771,0.13942233,-0.045581425999999994,11
167,10.0,1917.0,2832,-0.05403236,0.17923222,-0.3605408,7
168,10.0,1917.0,2832,-0.17398268,0.15759249,-0.0658972,10
169,10.0,1918.0,2834,-0.18679078,0.16148847,-0.043193985,10
170,10.0,1918.0,2834,0.007877295,0.25906396,-0.57957214,9
171,10.0,1918.0,2836,-0.061058898,0.23774472,-0.43631563,8
172,10.0,1918.0,2836,-0.03468822,0.27907485,-0.5396588000000001,9
173,10.0,1918.0,2837,0.26222593,0.6001631,-0.96317947,9
174,10.0,1918.0,2843,-0.20490919,0.06681363,0.16381116,2
175,10.0,1918.0,2846,-0.1163885,0.21999025,-0.30052784,7
176,10.0,1920.0,2868,-0.18044561,0.15248707,-0.041942187,10
177,10.0,1920.0,2872,-0.17179038,0.16695811,-0.08749597,11
178,10.0,1921.0,2911,-0.21611214,0.17049971,0.009286538,4
179,10.0,1921.0,2911,-0.09955452,0.18186174,-0.2724276,7
180,10.0,1921.0,2911,-0.16200647,0.15229692,-0.084040746,11
181,10.0,1921.0,2911,-0.06345244,0.25355306,-0.45534116,8
182,10.0,1921.0,2911,-0.08917923,0.21182361,-0.34252566,7
183,10.0,1921.0,2911,-0.17008512,0.14928098,-0.06018758,11
184,10.0,1921.0,2911,-0.11144269999999999,0.17229696,-0.23116253,7
185,10.0,1921.0,2911,-0.023064075,0.23889273,-0.50437987,9
186,10.0,1921.0,2911,-0.026752029,0.22358093,-0.47682709,8
187,10.0,1921.0,2921,-0.10578762,0.23432446,-0.34552285,7
188,10.0,1921.0,2921,-0.12559907,0.08324973,-0.046290606,6
189,10.0,1921.0,2921,-0.11862742,0.08462776,-0.06451174,6
190,11.0,1921.0,2924,-0.15130472,0.105626635,-0.026632741,6
191,11.0,1921.0,2924,0.9685860000000001,0.9088721,-0.9999994000000001,9
192,11.0,1921.0,2928,-0.05256704,0.25807518,-0.48100936,9
193,11.0,1921.0,2929,-0.19839457,0.31961668,-0.29831490000000005,4
194,11.0,1921.0,2934,-0.17463432,0.13964094,-0.03268137,10
195,11.0,1921.0,2934,-0.21872586,0.22563160000000002,-0.08377166,4
196,11.0,1921.0,2934,-0.05466056,0.24480726,-0.45822176,8
197,11.0,1921.0,2935,-0.22543643,0.22815497,-0.07261485,4
198,11.0,1921.0,2936,-0.2581883,0.25632665,-0.04650976,4
199,11.0,1921.0,2941,-0.08074012,0.20395362,-0.3467743,7
200,12.0,1901.0,139536,-0.1539249,0.13781536,-0.07705803,11
201,12.0,1901.0,139536,-0.07203659,0.23169407,-0.40686482,8
202,12.0,1902.0,139569,-0.16543318,0.13989693,-0.054344355999999996,11
203,12.0,1902.0,139570,-0.15737635,0.11281639,-0.025284367000000002,11
204,12.0,1902.0,139570,-0.08310428,0.1995691,-0.33506086,7
205,12.0,1902.0,139570,-0.018762577,0.2666825,-0.5484998000000001,9
206,12.0,1902.0,139571,0.0030827934,0.24405418,-0.55343014,9
207,12.0,1902.0,139571,0.035151992,0.28032914,-0.642692,9
208,12.0,1902.0,139572,-0.027819032,0.24952486,-0.5109925000000001,9
209,12.0,1902.0,139574,-0.024858007,0.24996469999999998,-0.51648253,9
210,12.0,1902.0,139574,-0.19326869,0.095861614,0.08724507,2
211,12.0,1902.0,139576,-0.15561831,0.124431334,-0.049693756,11
212,12.0,1902.0,139582,-0.20706262,0.18028548,-0.029439786000000003,4
213,12.0,1902.0,139582,-0.25119424,0.21856251,0.0060004764,4
214,12.0,1903.0,139592,-0.02076003,0.24156213,-0.5118547999999999,9
215,12.0,1903.0,139592,0.05168291,-0.10485455,-0.11824100000000001,0
216,12.0,1903.0,139594,-0.13501967,0.10448165,-0.061847652999999995,6
217,12.0,1903.0,139598,-0.18282096,0.1558624,-0.04241953,10
218,12.0,1903.0,139600,-0.15721297,0.13181885,-0.05900708,11
219,12.0,1903.0,139604,-0.12816059999999999,0.2385158,-0.30693483,7
220,12.0,1903.0,139605,-0.16180645,0.12925428,-0.04395669,11
221,12.0,1903.0,139605,-0.19206391,0.23789425,-0.16726628,4
222,12.0,1903.0,139610,-0.16183485,0.1388119,-0.060700182000000005,11
223,12.0,1904.0,139629,-0.14054507,0.11438019599999999,-0.06654546,6
224,12.0,1904.0,139640,-0.1525934,0.11958132,-0.04812106,11
225,12.0,1904.0,139661,-0.18277578,0.17049989,-0.06848624,10
226,12.0,1904.0,139668,-0.176873,0.14757417,-0.041516222,10
227,12.0,1905.0,139684,-0.1692305,0.1415926,-0.048592977,11
228,12.0,1905.0,139686,-0.023883837999999998,0.31376415,-0.6004195,9
229,12.0,1905.0,139691,-0.060089443,0.19541606,-0.37387896,7
230,12.0,1905.0,139691,0.016508862,0.23315866,-0.56040394,9
231,12.0,1905.0,139696,-0.07304771,0.22613049,-0.3964252,8
232,12.0,1905.0,139696,-0.16899322,0.13058451,-0.029746067,11
233,12.0,1905.0,139700,-0.15042989,0.12462336,-0.061909992000000004,6
234,12.0,1905.0,139716,-0.070634395,0.18732970000000002,-0.34047866,7
235,12.0,1905.0,139716,-0.05287386,0.26560414,-0.49117324,9
236,12.0,1905.0,139740,-0.07411441,0.22368870000000002,-0.39062779999999997,7
237,12.0,1905.0,139741,-0.085324176,0.20903583,-0.34575352,7
238,12.0,1905.0,139759,-0.22584252,0.21015555,-0.03901741,4
239,12.0,1905.0,139767,-0.25463644,0.21422420000000003,0.022127797999999997,4
240,12.0,1905.0,139770,-0.21381454,0.104030274,0.120665364,2
241,12.0,1905.0,139775,-0.22815502,0.19196863,-0.0007435826,4
242,12.0,1905.0,139779,-0.23818803,0.2091179,-0.007890433,4
243,12.0,1905.0,139791,-0.21650957,0.18574081,-0.017037053,4
244,12.0,1905.0,139793,0.07108925,-0.114870526,-0.14392681,0
245,12.0,1905.0,139799,-0.17322458,0.16250756,-0.07633321,10
246,12.0,1905.0,139800,-0.20837577,0.17540139999999999,-0.017633561000000002,4
247,12.0,1905.0,139800,-0.19304632,0.10032084599999999,0.078986764,2
248,12.0,1905.0,139803,-0.02657669,0.22700004,-0.48193459999999994,9
249,12.0,1906.0,139812,-0.15560105,0.12820357,-0.056353476,11
250,12.0,1906.0,139812,-0.04462575,0.29538065,-0.5456234000000001,9
251,12.0,1906.0,139853,-0.11053601,0.18981801,-0.26255393,7
252,12.0,1906.0,139883,-0.21527307,0.18280925,-0.014691262,4
253,12.0,1906.0,139883,-0.10871208,0.20012657,-0.2835597,7
254,12.0,1906.0,139883,-0.13786973,0.29121843,-0.37409717,7
255,12.0,1906.0,139883,-0.16888344,0.13332841,-0.03483045,11
256,12.0,1906.0,139883,-0.062684394,0.22570205,-0.41527715,8
257,12.0,1906.0,139885,-0.16750187,0.13332604,-0.03801118,11
258,12.0,1906.0,139897,-0.16556805,0.13110751,-0.03856112,11
259,12.0,1906.0,139920,-0.15772260000000002,0.13531362,-0.06397847,11
260,12.0,1906.0,139937,-0.19294743,0.16993004,-0.04389903,4
261,12.0,1906.0,139938,-0.15760668,0.12830039999999998,-0.051925182,11
262,12.0,1906.0,139939,-0.07640442,0.2877113,-0.48236662,9
263,12.0,1907.0,139949,-0.17006725,0.14524451,-0.053106133,11
264,12.0,1907.0,139962,-0.08322878,0.24994606,-0.41376759999999996,8
265,12.0,1907.0,139966,-0.15958992,0.13168067,-0.053312915999999995,11
266,12.0,1907.0,139980,-0.21757916,0.17332825,0.0076917973,4
267,12.0,1907.0,139984,-0.120425515,0.08819981,-0.066643715,6
268,12.0,1907.0,139992,-0.1544907,0.120467134,-0.045325294,11
269,12.0,1907.0,140000,0.14551164,0.53434974,-0.91317195,9
270,12.0,1907.0,140004,-0.09436599999999999,0.19082847,-0.29799724,7
271,12.0,1907.0,140025,-0.18168344,0.17045008,-0.07091979,10
272,12.0,1907.0,140027,-0.16298683,0.12978563,-0.04217667,11
273,12.0,1907.0,140027,0.06307512,-0.10962163,-0.13524848,0
274,12.0,1908.0,140052,-0.104660735,0.052836977,-0.04097916,6
275,12.0,1908.0,140066,-0.071668416,0.24560119,-0.42863128,8
276,12.0,1909.0,140097,-0.21591614,0.18494993,-0.017015034,4
277,12.0,1909.0,140100,-0.11294986,0.09887836,-0.10204269,5
278,12.0,1909.0,140100,-0.14579883,0.12717324,-0.07694452,6
279,12.0,1910.0,140166,-0.10651071,0.10083408,-0.11986044,5
280,12.0,1911.0,140192,-0.16536409,0.13466047,-0.04528351,11
281,12.0,1911.0,140192,-0.029240857999999998,0.25578883,-0.5171697000000001,9
282,12.0,1911.0,140197,-0.21909821,0.18496975,-0.009559995,4
283,12.0,1912.0,140214,0.18231283,0.56702775,-0.9369393,9
284,13.0,1915.0,4309,-0.14652699,0.15855543,-0.13017161,6
285,13.0,1915.0,4309,-0.4537710999999999,0.55530816,-0.16972817,4
286,13.0,1915.0,4310,-0.12609163,0.07281973,-0.027020607000000002,6
287,13.0,1915.0,4311,-0.18216303,0.15144826,-0.03612635,10
288,13.0,1915.0,4313,-0.10354844,0.066894315,-0.06785300400000001,6
289,13.0,1915.0,4314,-0.17920937,0.17884585,-0.09151612,10
290,13.0,1915.0,4326,-0.16465509,0.2796361,-0.30030033,11
291,13.0,1915.0,4329,-0.09565549,0.054768488,-0.06467018,6
292,13.0,1915.0,4332,-0.17429460000000002,0.17063542,-0.08825497,10
293,13.0,1915.0,4333,-0.10397239999999999,0.0461729,-0.030983552,6
294,13.0,1915.0,4336,-0.16136883,0.15549232,-0.0911228,11
295,13.0,1915.0,4339,-0.12550074,0.09001121,-0.058280099999999994,6
296,13.0,1915.0,4341,-0.62933326,0.96187866,-0.9592953000000002,4
297,13.0,1915.0,4341,-0.18543766,0.17159815,-0.06428407,4
298,13.0,1915.0,4343,-0.26469538,0.67180604,-0.75590974,4
299,13.0,1915.0,4355,-0.15718308,0.16765957,-0.12203502,11
300,13.0,1915.0,4357,-0.23687086,0.22145754,-0.033418465,4
301,13.0,1915.0,4358,-0.11936509,0.1928477,-0.2488877,7
302,13.0,1915.0,4359,-0.28294688,0.23144753,0.059126965999999996,4
303,13.0,1915.0,4361,-0.099550076,0.05102291,-0.049395735999999996,6
304,13.0,1915.0,4370,-0.2862688,0.24559747,0.041296095,4
305,13.0,1915.0,4379,-0.09832363,0.05999802,-0.06770197,6
306,13.0,1915.0,4379,-0.19693993,0.17174739,-0.03784209,4
307,13.0,1915.0,4383,-0.15894468,0.12784046,-0.048046857000000005,11
308,13.0,1915.0,4386,-0.106380925,0.04884721,-0.030163521000000002,6
309,13.0,1915.0,4391,-0.16574602,0.14060566,-0.05487339,11
310,13.0,1915.0,4392,-0.11484077599999999,0.0813882,-0.06746032,6
311,13.0,1915.0,4393,-0.101505615,0.062061027000000005,-0.06409468,6
312,13.0,1915.0,4393,-0.131487,0.14004658,-0.13175796,6
313,13.0,1915.0,4424,-0.20571363,0.09991549999999999,0.10901543,2
314,13.0,1915.0,4438,-0.13145478,0.1451408,-0.14066842,6
315,13.0,1915.0,4438,-0.17488557,0.14435689999999998,-0.04042507,10
316,13.0,1915.0,4440,-0.18403935,0.17255521,-0.06921724,10
317,13.0,1915.0,4458,-0.12401523,0.20031941,-0.2515808,7
318,13.0,1916.0,4471,-0.17728448,0.16750431,-0.075837016,10
319,13.0,1916.0,4472,-0.062656984,0.12011358,-0.24804795,7
320,13.0,1916.0,4483,-0.17651129999999998,0.15371536,-0.05320974,10
321,13.0,1916.0,4483,-0.17483386,0.14430079,-0.04044542,10
322,13.0,1916.0,4483,-0.17957392,0.14873949,-0.03732929,10
323,13.0,1916.0,4483,0.008814866,0.29320732,-0.6218048,9
324,13.0,1916.0,4489,-0.18312962,0.15076199999999998,-0.032671247,10
325,13.0,1916.0,4494,-0.17152776,0.15782298,-0.07195333400000001,11
326,13.0,1916.0,4504,-0.18413694,0.15188484,-0.032323476000000004,10
327,13.0,1916.0,4504,-0.10561141,0.19459106,-0.28085423,7
328,13.0,1916.0,4504,-0.17263295,0.14101216,-0.039723262,11
329,13.0,1916.0,4507,-0.095969506,0.0538043,-0.062294163,6
330,13.0,1916.0,4508,-0.17140421,0.16295484,-0.081305936,11
331,13.0,1916.0,4510,-0.17156203,0.14161968,-0.043266088,11
332,13.0,1916.0,4510,-0.11846395,0.07773912,-0.052914586,6
333,13.0,1916.0,4515,-0.16879882,0.15648267,-0.075855605,11
334,13.0,1916.0,4517,-0.17930833,0.16395518,-0.06488289,10
335,13.0,1916.0,4519,-0.050777514,0.21090136,-0.41517624,8
336,13.0,1916.0,4525,-0.23511550000000003,0.36742496,-0.30510238,4
337,13.0,1916.0,4541,-0.20779909,0.22093898,-0.1007492,4
338,13.0,1916.0,4544,-0.10216039,0.079868235,-0.09342167,5
339,13.0,1916.0,4551,-0.112577386,0.07236727,-0.056928802,6
340,13.0,1916.0,4551,-0.15800805,0.14367743,-0.078022674,11
341,13.0,1916.0,4551,-0.04155009,0.25694975,-0.49824986,9
342,13.0,1916.0,4564,-0.15226875,0.13605174,-0.07774517,11
343,13.0,1916.0,4578,-0.17689712,0.17920665,-0.097464316,10
344,13.0,1916.0,4590,-0.17511234,0.17413709,-0.09257747,10
345,13.0,1916.0,4608,-0.12517930000000002,0.08163965,-0.04444353,6
346,13.0,1916.0,4608,-0.14986217,0.12773721,-0.068663746,6
347,13.0,1916.0,4613,-0.24089617,0.39185563,-0.33711225,4
348,13.0,1916.0,4613,-0.15919067,0.13946843,-0.06791752599999999,11
349,13.0,1916.0,4618,-0.14470042,0.1349675,-0.093077905,6
350,13.0,1916.0,4621,-0.21654359,0.226978,-0.09130943,4
351,13.0,1916.0,4625,-0.06767093,0.01398128,-0.057163093,6
352,13.0,1916.0,4626,0.057985626,0.31954795,-0.7107641,9
353,13.0,1916.0,4627,-0.2482913,0.22267604,-0.008432291,4
354,13.0,1916.0,4629,-0.18624327,0.16641029999999998,-0.053202257,10
355,13.0,1916.0,4630,-0.068431854,0.24415748,-0.43240762,8
356,13.0,1916.0,4631,-0.2178288,0.32855496,-0.27234885,4
357,13.0,1916.0,4635,-0.17004102,0.17268689,-0.101626135,11
358,13.0,1916.0,4646,-0.100769006,0.058088142,-0.0588785,6
359,13.0,1916.0,4649,-0.28119099999999997,0.25303754,0.01519241,4
360,13.0,1916.0,4656,-0.3183057,0.7134885999999999,-0.7590965000000001,4
361,13.0,1916.0,4661,-0.08696278,0.19525589,-0.3203417,7
362,13.0,1916.0,4661,-0.20367606,0.24375363,-0.15134574,4
363,13.0,1916.0,4661,-0.1315444,0.13381849,-0.12081220000000001,6
364,13.0,1916.0,4662,-0.15100206,0.14536975,-0.09696817,6
365,13.0,1916.0,4662,-0.10716616,0.063735604,-0.054204643,6
366,13.0,1916.0,4663,-0.36263826,0.32933402,0.07456674,4
367,13.0,1916.0,4668,-0.10757587,0.03275417,0.0004562437,6
368,13.0,1916.0,4669,-0.16735604,0.17365067,-0.10945748,11
369,13.0,1916.0,4670,-0.15281697,0.043283037999999996,0.08523324,1
370,13.0,1916.0,4672,-0.09971922,0.05622893599999999,-0.058029555,6
371,13.0,1916.0,4678,-0.16349873,0.13526706,-0.050641372999999996,11
372,13.0,1916.0,4694,-0.17037778,0.16619489,-0.08938552,11
373,13.0,1916.0,4694,-0.15057014,0.11935788,-0.052362617,6
374,13.0,1916.0,4700,-0.17556597,0.16675632,-0.07846707,10
375,13.0,1916.0,4703,-0.20185688,0.32675132,-0.3035055,4
376,13.0,1916.0,4704,-0.17348659,0.14709446,-0.048489045,10
377,13.0,1916.0,4707,-0.17625572,0.15827586,-0.061867717999999995,10
